"Code","Preferred Term","Relationship","Code2","Preferred Term2"
"C36056","Acute Myeloid Leukemia with t(11;17)(q23;q21)","Disease_Has_Cytogenetic_Abnormality","C36363","t(11;17)(q23;q21)"
"C36056","Acute Myeloid Leukemia with t(11;17)(q23;q21)","Disease_Has_Molecular_Abnormality","C36346","Fusion Protein Expression"
"C36056","Acute Myeloid Leukemia with t(11;17)(q23;q21)","Disease_Has_Molecular_Abnormality","C37220","ZBTB16-RARA Fusion Protein Expression"
"C36056","Acute Myeloid Leukemia with t(11;17)(q23;q21)","Disease_Mapped_To_Gene","C21571","RARA Gene"
"C36056","Acute Myeloid Leukemia with t(11;17)(q23;q21)","Disease_Mapped_To_Gene","C99371","ZBTB16/RARA Fusion Gene"
"C36056","Acute Myeloid Leukemia with t(11;17)(q23;q21)","Disease_Pathogenesis_Involves_Gene","C99371","ZBTB16/RARA Fusion Gene"
"C9019","Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11","Disease_Has_Cytogenetic_Abnormality","C36541","Chromosomal Rearrangement"
"C9019","Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11","Disease_Has_Cytogenetic_Abnormality","C27759","t(16;16)(p13.1;q22)"
"C9019","Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11","Disease_Has_Molecular_Abnormality","C37219","CBFB-MYH11 Fusion Protein Expression"
"C9019","Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11","Disease_Has_Molecular_Abnormality","C36346","Fusion Protein Expression"
"C9019","Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11","Disease_Mapped_To_Gene","C18584","CBFB Gene"
"C9019","Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11","Disease_Mapped_To_Gene","C101051","CBFB/MYH11 Fusion Gene"
"C9019","Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11","Disease_Mapped_To_Gene","C29957","MYH11 Gene"
"C38377","Acute Myeloid Leukemia with t(17;17)(q21;q21)","Disease_Has_Cytogenetic_Abnormality","C36541","Chromosomal Rearrangement"
"C38377","Acute Myeloid Leukemia with t(17;17)(q21;q21)","Disease_Has_Cytogenetic_Abnormality","C38378","t(17;17)(q21;q21)"
"C38377","Acute Myeloid Leukemia with t(17;17)(q21;q21)","Disease_Has_Molecular_Abnormality","C36346","Fusion Protein Expression"
"C38377","Acute Myeloid Leukemia with t(17;17)(q21;q21)","Disease_Has_Molecular_Abnormality","C38379","STAT5B-RARA Fusion Protein Expression"
"C38377","Acute Myeloid Leukemia with t(17;17)(q21;q21)","Disease_Mapped_To_Gene","C21571","RARA Gene"
"C38377","Acute Myeloid Leukemia with t(17;17)(q21;q21)","Disease_Mapped_To_Gene","C99666","STAT5B/RARA Fusion Gene"
"C38377","Acute Myeloid Leukemia with t(17;17)(q21;q21)","Disease_Pathogenesis_Involves_Gene","C99666","STAT5B/RARA Fusion Gene"
"C122717","Acute Myeloid Leukemia with t(3;3) (q21.3;q26.2); GATA2, MECOM","Disease_Has_Cytogenetic_Abnormality","C36541","Chromosomal Rearrangement"
"C122717","Acute Myeloid Leukemia with t(3;3) (q21.3;q26.2); GATA2, MECOM","Disease_Has_Cytogenetic_Abnormality","C36406","t(3;3)(q21.3;q26.2)"
"C122717","Acute Myeloid Leukemia with t(3;3) (q21.3;q26.2); GATA2, MECOM","Disease_Has_Molecular_Abnormality","C36346","Fusion Protein Expression"
"C122717","Acute Myeloid Leukemia with t(3;3) (q21.3;q26.2); GATA2, MECOM","Disease_Mapped_To_Gene","C18392","MECOM Gene"
"C36057","Acute Myeloid Leukemia with t(5;17)(q35;q21)","Disease_Has_Cytogenetic_Abnormality","C36541","Chromosomal Rearrangement"
"C36057","Acute Myeloid Leukemia with t(5;17)(q35;q21)","Disease_Has_Cytogenetic_Abnormality","C36362","t(5;17)(q35;q21)"
"C36057","Acute Myeloid Leukemia with t(5;17)(q35;q21)","Disease_Has_Molecular_Abnormality","C36346","Fusion Protein Expression"
"C36057","Acute Myeloid Leukemia with t(5;17)(q35;q21)","Disease_Has_Molecular_Abnormality","C37221","NPM1-RARA Fusion Protein Expression"
"C36057","Acute Myeloid Leukemia with t(5;17)(q35;q21)","Disease_Mapped_To_Gene","C101064","NPM1/RARA Long Fusion Gene"
"C36057","Acute Myeloid Leukemia with t(5;17)(q35;q21)","Disease_Mapped_To_Gene","C101063","NPM1/RARA Short Fusion Gene"
"C36057","Acute Myeloid Leukemia with t(5;17)(q35;q21)","Disease_Mapped_To_Gene","C21571","RARA Gene"
"C36057","Acute Myeloid Leukemia with t(5;17)(q35;q21)","Disease_Pathogenesis_Involves_Gene","C101064","NPM1/RARA Long Fusion Gene"
"C36057","Acute Myeloid Leukemia with t(5;17)(q35;q21)","Disease_Pathogenesis_Involves_Gene","C101063","NPM1/RARA Short Fusion Gene"
"C82423","Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214","Disease_Has_Cytogenetic_Abnormality","C36541","Chromosomal Rearrangement"
"C82423","Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214","Disease_Has_Cytogenetic_Abnormality","C36532","t(6;9)(p23;q34.1)"
"C82423","Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214","Disease_Has_Molecular_Abnormality","C43005","DEK-NUP214 Fusion Protein Expression"
"C82423","Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214","Disease_Has_Molecular_Abnormality","C36346","Fusion Protein Expression"
"C82423","Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214","Disease_Mapped_To_Gene","C99198","DEK/NUP214 Fusion Gene"
"C82423","Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214","Disease_Mapped_To_Gene","C24649","NUP214 Gene"
"C82423","Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214","Disease_Pathogenesis_Involves_Gene","C99198","DEK/NUP214 Fusion Gene"
"C82423","Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214","Disease_Pathogenesis_Involves_Gene","C24649","NUP214 Gene"
"C82423","Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214","Disease_Pathogenesis_Involves_Gene","C52288","NUP214 wt Allele"
"C122690","Acute Myeloid Leukemia with t(7;12)(q36;p13); HLXB9-ETV6","Disease_Has_Cytogenetic_Abnormality","C122689","t(7;12)(q36;p13)"
"C122690","Acute Myeloid Leukemia with t(7;12)(q36;p13); HLXB9-ETV6","Disease_Mapped_To_Gene","C105817","MNX1/ETV6 Fusion Gene"
"C122690","Acute Myeloid Leukemia with t(7;12)(q36;p13); HLXB9-ETV6","Disease_Pathogenesis_Involves_Gene","C105817","MNX1/ETV6 Fusion Gene"
"C9288","Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1","Disease_Has_Cytogenetic_Abnormality","C36541","Chromosomal Rearrangement"
"C9288","Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1","Disease_Has_Cytogenetic_Abnormality","C13395","t(8;21)(q22;q22)"
"C9288","Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1","Disease_Has_Molecular_Abnormality","C37218","AML1-ETO Fusion Protein Expression"
"C9288","Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1","Disease_Has_Molecular_Abnormality","C36346","Fusion Protein Expression"
"C9288","Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1","Disease_Mapped_To_Gene","C99294","RUNX1/RUNX1T1 Fusion Gene"
"C9288","Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1","Disease_Mapped_To_Gene","C28570","RUNX1T1 Gene"
"C9288","Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1","Disease_Pathogenesis_Involves_Gene","C99294","RUNX1/RUNX1T1 Fusion Gene"
"C9288","Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1","Disease_Pathogenesis_Involves_Gene","C28570","RUNX1T1 Gene"
"C9288","Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1","Disease_Pathogenesis_Involves_Gene","C52522","RUNX1T1 wt Allele"
"C82403","Acute Myeloid Leukemia with t(9;11)(p22.3;q23.3); MLLT3-KMT2A","Disease_Has_Cytogenetic_Abnormality","C36541","Chromosomal Rearrangement"
"C82403","Acute Myeloid Leukemia with t(9;11)(p22.3;q23.3); MLLT3-KMT2A","Disease_Has_Cytogenetic_Abnormality","C36370","t(9;11)(p22.3;q23.3)"
"C82403","Acute Myeloid Leukemia with t(9;11)(p22.3;q23.3); MLLT3-KMT2A","Disease_Has_Molecular_Abnormality","C36346","Fusion Protein Expression"
"C82403","Acute Myeloid Leukemia with t(9;11)(p22.3;q23.3); MLLT3-KMT2A","Disease_Has_Molecular_Abnormality","C122623","KMT2A Gene Rearrangement"
"C82403","Acute Myeloid Leukemia with t(9;11)(p22.3;q23.3); MLLT3-KMT2A","Disease_Has_Molecular_Abnormality","C38390","MLLT3--KMT2A Fusion Protein Expression"
"C82403","Acute Myeloid Leukemia with t(9;11)(p22.3;q23.3); MLLT3-KMT2A","Disease_Mapped_To_Gene","C18585","KMT2A Gene"
"C82403","Acute Myeloid Leukemia with t(9;11)(p22.3;q23.3); MLLT3-KMT2A","Disease_Mapped_To_Gene","C99323","MLL/MLLT3 Fusion Gene"
"C82403","Acute Myeloid Leukemia with t(9;11)(p22.3;q23.3); MLLT3-KMT2A","Disease_Pathogenesis_Involves_Gene","C18585","KMT2A Gene"
"C82403","Acute Myeloid Leukemia with t(9;11)(p22.3;q23.3); MLLT3-KMT2A","Disease_Pathogenesis_Involves_Gene","C53066","KMT2A wt Allele"
"C82403","Acute Myeloid Leukemia with t(9;11)(p22.3;q23.3); MLLT3-KMT2A","Disease_Pathogenesis_Involves_Gene","C99323","MLL/MLLT3 Fusion Gene"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Has_Cytogenetic_Abnormality","C36541","Chromosomal Rearrangement"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Has_Molecular_Abnormality","C36346","Fusion Protein Expression"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Has_Molecular_Abnormality","C122623","KMT2A Gene Rearrangement"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Mapped_To_Gene","C18585","KMT2A Gene"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Mapped_To_Gene","C99319","MLL/AFF1 Fusion Gene"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Mapped_To_Gene","C99321","MLL/MLLT1 Fusion Gene"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Mapped_To_Gene","C99347","MLL/MLLT10 Fusion Gene"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Mapped_To_Gene","C99570","MLLT10/CLP1 Fusion Gene"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_May_Have_Cytogenetic_Abnormality","C36611","t(10;11)(p11;q23)"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_May_Have_Cytogenetic_Abnormality","C36371","t(11;19)(q23;p13.1)"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_May_Have_Cytogenetic_Abnormality","C36365","t(4;11)(q21;q23)"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_May_Have_Molecular_Abnormality","C38387","KMT2A-AF10 Fusion Protein Expression"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_May_Have_Molecular_Abnormality","C37228","KMT2A-AF4 Fusion Protein Expression"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_May_Have_Molecular_Abnormality","C38393","KMT2A-EEN Fusion Protein Expression"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_May_Have_Molecular_Abnormality","C38392","KMT2A-ELL Fusion Protein Expression"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_May_Have_Molecular_Abnormality","C38391","KMT2A-ENL Fusion Protein Expression"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Pathogenesis_Involves_Gene","C18585","KMT2A Gene"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Pathogenesis_Involves_Gene","C53066","KMT2A wt Allele"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Pathogenesis_Involves_Gene","C99319","MLL/AFF1 Fusion Gene"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Pathogenesis_Involves_Gene","C99321","MLL/MLLT1 Fusion Gene"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Pathogenesis_Involves_Gene","C99347","MLL/MLLT10 Fusion Gene"
"C6924","Acute Myeloid Leukemia with Variant MLL Translocations","Disease_Pathogenesis_Involves_Gene","C99570","MLLT10/CLP1 Fusion Gene"
"C9020","Acute Myelomonocytic Leukemia with Abnormal Eosinophils","Disease_Mapped_To_Gene","C18584","CBFB Gene"
"C9020","Acute Myelomonocytic Leukemia with Abnormal Eosinophils","Disease_Mapped_To_Gene","C29957","MYH11 Gene"
"C9020","Acute Myelomonocytic Leukemia with Abnormal Eosinophils","Disease_May_Have_Cytogenetic_Abnormality","C36373","inv(16)(p13.1;q22)"
"C9020","Acute Myelomonocytic Leukemia with Abnormal Eosinophils","Disease_May_Have_Cytogenetic_Abnormality","C27759","t(16;16)(p13.1;q22)"
"C9020","Acute Myelomonocytic Leukemia with Abnormal Eosinophils","Disease_May_Have_Molecular_Abnormality","C37219","CBFB-MYH11 Fusion Protein Expression"
"C9020","Acute Myelomonocytic Leukemia with Abnormal Eosinophils","Disease_Pathogenesis_Involves_Gene","C18584","CBFB Gene"
"C9020","Acute Myelomonocytic Leukemia with Abnormal Eosinophils","Disease_Pathogenesis_Involves_Gene","C52523","CBFB wt Allele"
"C9020","Acute Myelomonocytic Leukemia with Abnormal Eosinophils","Disease_Pathogenesis_Involves_Gene","C29957","MYH11 Gene"
"C9020","Acute Myelomonocytic Leukemia with Abnormal Eosinophils","Disease_Pathogenesis_Involves_Gene","C52448","MYH11 wt Allele"
"C42779","Acute Myelomonocytic Leukemia without Abnormal Eosinophils","Disease_Mapped_To_Gene","C18585","KMT2A Gene"
"C42779","Acute Myelomonocytic Leukemia without Abnormal Eosinophils","Disease_May_Have_Cytogenetic_Abnormality","C38375","null"
"C42779","Acute Myelomonocytic Leukemia without Abnormal Eosinophils","Disease_May_Have_Cytogenetic_Abnormality","C36532","t(6;9)(p23;q34.1)"
"C42779","Acute Myelomonocytic Leukemia without Abnormal Eosinophils","Disease_May_Have_Cytogenetic_Abnormality","C36609","t(7;11)(p15;p15)"
"C42779","Acute Myelomonocytic Leukemia without Abnormal Eosinophils","Disease_May_Have_Cytogenetic_Abnormality","C36416","t(8;16)(p11;p13)"
"C42779","Acute Myelomonocytic Leukemia without Abnormal Eosinophils","Disease_May_Have_Molecular_Abnormality","C45399","V-MLL Fusion Protein Expression"
"C42779","Acute Myelomonocytic Leukemia without Abnormal Eosinophils","Disease_Pathogenesis_Involves_Gene","C18585","KMT2A Gene"
"C42779","Acute Myelomonocytic Leukemia without Abnormal Eosinophils","Disease_Pathogenesis_Involves_Gene","C53066","KMT2A wt Allele"
"C3182","Acute Promyelocytic Leukemia with PML-RARA","Disease_Has_Cytogenetic_Abnormality","C36541","Chromosomal Rearrangement"
"C3182","Acute Promyelocytic Leukemia with PML-RARA","Disease_Has_Cytogenetic_Abnormality","C27758","t(15;17)(q22;q12)"
"C3182","Acute Promyelocytic Leukemia with PML-RARA","Disease_Has_Molecular_Abnormality","C36346","Fusion Protein Expression"
"C3182","Acute Promyelocytic Leukemia with PML-RARA","Disease_Has_Molecular_Abnormality","C37223","PML-RARA Fusion Protein Expression"
"C3182","Acute Promyelocytic Leukemia with PML-RARA","Disease_Mapped_To_Gene","C99186","PML/RARA Fusion Gene"
"C3182","Acute Promyelocytic Leukemia with PML-RARA","Disease_Mapped_To_Gene","C21571","RARA Gene"
"C3182","Acute Promyelocytic Leukemia with PML-RARA","Disease_Pathogenesis_Involves_Gene","C99186","PML/RARA Fusion Gene"
"C3182","Acute Promyelocytic Leukemia with PML-RARA","Disease_Pathogenesis_Involves_Gene","C21571","RARA Gene"
"C3182","Acute Promyelocytic Leukemia with PML-RARA","Disease_Pathogenesis_Involves_Gene","C51711","RARA wt Allele"
"C7644","Adamantinoma","Disease_May_Have_Cytogenetic_Abnormality","C36464","Gain of Chromosome 12"
"C7644","Adamantinoma","Disease_May_Have_Cytogenetic_Abnormality","C36456","Gain of Chromosome 19"
"C7644","Adamantinoma","Disease_May_Have_Cytogenetic_Abnormality","C36454","Gain of Chromosome 7"
"C7644","Adamantinoma","Disease_May_Have_Cytogenetic_Abnormality","C36455","Gain of Chromosome 8"
"C7644","Adamantinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C9296","Adenocarcinoma of the Gastroesophageal Junction","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C9296","Adenocarcinoma of the Gastroesophageal Junction","Disease_May_Have_Molecular_Abnormality","C39717","MDM2 Gene Mutation"
"C9296","Adenocarcinoma of the Gastroesophageal Junction","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C9296","Adenocarcinoma of the Gastroesophageal Junction","Disease_Pathogenesis_Involves_Gene","C17359","TP53 Gene"
"C9296","Adenocarcinoma of the Gastroesophageal Junction","Disease_Pathogenesis_Involves_Gene","C52271","TP53 wt Allele"
"C9296","Adenocarcinoma of the Gastroesophageal Junction","Disease_Pathogenesis_Involves_Gene","C97240","TP53*1 Allele"
"C5130","Adenoid Cystic Breast Carcinoma","Disease_May_Have_Molecular_Abnormality","C36644","Loss of E-cadherin Expression"
"C2970","Adenoid Cystic Carcinoma","Disease_May_Have_Molecular_Abnormality","C36644","Loss of E-cadherin Expression"
"C27413","Adenoma of the Colon with Intramucosal Adenocarcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C27413","Adenoma of the Colon with Intramucosal Adenocarcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C27413","Adenoma of the Colon with Intramucosal Adenocarcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C27413","Adenoma of the Colon with Intramucosal Adenocarcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C27413","Adenoma of the Colon with Intramucosal Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C27413","Adenoma of the Colon with Intramucosal Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C27413","Adenoma of the Colon with Intramucosal Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C27413","Adenoma of the Colon with Intramucosal Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C27413","Adenoma of the Colon with Intramucosal Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C9133","Adenosquamous Lung Carcinoma","Disease_Mapped_To_Gene","C17757","EGFR Gene"
"C9133","Adenosquamous Lung Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C9133","Adenosquamous Lung Carcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C9133","Adenosquamous Lung Carcinoma","Disease_May_Have_Molecular_Abnormality","C98357","EGFR Gene Mutation"
"C9133","Adenosquamous Lung Carcinoma","Disease_May_Have_Molecular_Abnormality","C36704","FHIT Gene Inactivation"
"C9133","Adenosquamous Lung Carcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C9133","Adenosquamous Lung Carcinoma","Disease_May_Have_Molecular_Abnormality","C36695","LKB1 Gene Inactivation"
"C9133","Adenosquamous Lung Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C9003","Adrenal Cortex Adenoma","Disease_May_Have_Cytogenetic_Abnormality","C36482","Gain of Chromosome 1q"
"C9003","Adrenal Cortex Adenoma","Disease_May_Have_Cytogenetic_Abnormality","C36483","Gain of Chromosome 9q"
"C9003","Adrenal Cortex Adenoma","Disease_May_Have_Cytogenetic_Abnormality","C36501","Loss of Chromosome 1p"
"C27922","Aflatoxins-Related Hepatocellular Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36671","Gain of Chromosome 10"
"C27922","Aflatoxins-Related Hepatocellular Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36670","Gain of Chromosome 16"
"C27922","Aflatoxins-Related Hepatocellular Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36467","Gain of Chromosome 18"
"C27922","Aflatoxins-Related Hepatocellular Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36559","Gain of Chromosome 20"
"C27922","Aflatoxins-Related Hepatocellular Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36458","Gain of Chromosome 3"
